count,hate_speech,offensive_language,neither,Label,Text
3,0,3,0,1,police tried rodney king niggahappen nig
3,0,3,0,1,vienna sausage clit suck dat bitch dont yall eva believe colored man dont eat pussay
3,1,2,0,1,lesbian pussy taste like rainbow trout lezzzbehonest
3,0,0,3,2,oxtails yellow rice blasphemy boneless
3,0,3,0,1,whats symptoms ebola stomach hurting b im nervousbitch better drinking bottle
3,1,2,0,1,theres starving children africa bitch using bananas plug butt hole smh wtf
6,0,6,0,1,wanna something somebodyboy sound desperate hoe bout start flat nose
3,0,3,0,1,hate overly hood girl aye hoe listening keef night feel
3,0,3,0,1,early dont annoy dont come back ya fun filled weekend give attitude hoe
3,0,3,0,1,hoes gon come ampamp go feel
3,0,3,0,1,life knocks stand fuck say hit like little bitch
3,0,3,0,1,tweet watchlikeaking watchlikeaking fo da colored folk dying dis shit food
3,1,0,2,2,whats going pick selectionsunday watchlikeaking dis make colored folk happy
3,0,3,0,1,haha imma catch ebola trynna keep warm lol ewww bitch well stay far away
6,0,6,0,1,sum wrong pussy sweetssmh
3,0,1,2,2,wasnt great either rt equalizer trash denzel officially washed bruhneither flight
3,0,2,1,1,tweaking rich homie trash damn near still listen lil b wow
3,0,1,2,2,get paid chill share wealth lil nicca
3,0,3,0,1,real shit catch bitch game
3,1,2,0,1,yall hoes messy god nbs
3,0,3,0,1,lmao rt tempted send fuckin hoe lmao
3,0,3,0,1,wanna go lil shit tonightbut way bitches faces set wantin slap em see
3,1,2,0,1,kannie amp vonnie tiny ass bitches hated crissi started calling us little body bitches hawaii
3,0,0,3,2,two best yankees derek jeter joe torre joetorreday
3,0,3,0,1,one wrong move consider bitch mine
3,0,3,0,1,bitch u gone say bitch phone bitch cuz let mfs know
3,0,3,0,1,really hate bitch knows best
3,0,3,0,1,hate bitch like argue n shyt
3,0,3,0,1,boney little hoe smile day funny
3,0,3,0,1,vietgoddamnnam thats happened go get beer bitch
3,0,2,1,1,got carburetor foyer chevy c rebuilt redneck friend everybodys got one need build
3,1,2,0,1,ur seriously fagdont hate
3,0,3,0,1,stupid bitch
3,1,2,0,1,brandon motherfucking reason hes bitch nigga
3,0,3,0,1,waka tammy got ass beat ctfu niggas dont ever bitch back
3,0,3,0,1,bitch tweet lose interest fast slide dms cause thot good looks
3,0,3,0,1,trying run game u dumb bitch tho
3,0,3,0,1,know must make lot yall hoes sick amp tell hoes get used bitch
3,1,2,0,1,wouldnt trust male cheerleader cuz cimarron got one amp got allll bitches
3,0,3,0,1,im bitch reason think im funny sometimes
6,0,6,0,1,marrying avoid paying child support win yeah lolwe dont see hoes amp thats ok
3,0,3,0,1,one side chicks came k bitches know live hiding cuz
6,0,5,1,1,youre right ill take girl right kim day u support hoe
3,0,3,0,1,fuck heat bandwagon riders know u sound like hoes mad man cheated fat booty bitch
6,1,5,0,1,miley really got knocked juicy j shit wild didnt say u say ratchet pussy juicy j cant
6,0,6,0,1,different dude every week might hoe jsno dont listen ladies dou
3,0,3,0,1,shit like retarded
3,0,3,0,1,finally got hot bitch dance came pants grinding lost chanceuwmadisonlmao
3,0,3,0,1,one ex cant seem get overltltlt cunt
3,0,3,0,1,im tired corny vines ugly faces stupid voices nigga shes sexy
3,0,3,0,1,lmfaoooo bitch dont start okay bitch
3,0,3,0,1,helloooo bitch bitch ones available
3,0,3,0,1,upload pictures wat pictures bitch
3,0,3,0,1,hoes shit u got em
3,0,3,0,1,bitch thats ham face
3,0,1,2,2,heres kids never found name anything souvenir store thanks mom ghetto name
3,0,0,3,2,thats mock drafts joke friendsanyone
3,0,3,0,1,gamehome alone nothing dosomeone come chill maybe go swimm ima ya bitch
3,2,1,0,0,agree fuck yes send illegal wetbacks home
3,0,3,0,1,tony romo topqbs bitches
3,1,2,0,1,wana eat food drink liq go party bad bitch waitin nigga return
3,0,0,3,2,oreo cookies
3,0,3,0,1,rt black bitches turn buy hat act like jesus forgot fucking niggas park loooool
3,1,2,0,1,fuck driving stick gay fuck shit pussies say
3,0,1,2,2,tom brady slowly becoming washed nah weapons trash
3,0,3,0,1,aint got shit goin ya self bitch gone want
3,0,3,0,1,yall bare hoes yall dnt care bout spent childhood wild hood
3,0,3,0,1,im afraid commitment hoe
3,0,2,1,1,ppl think webbie betta boosie jus retarded
3,0,2,1,1,anybody gets traded straight brandon knight trash
3,0,3,0,1,omarion ol girl w negative ass vibe hate mamas like hoe need
3,0,3,0,1,like thinks im talking hoeshell nah lol bad forgot aint got hoes like vdawg
3,0,3,0,1,wish stop crying bitch im omw back already haha
3,0,2,1,1,watching attackoftitan bro han stealing tweet bitch ass nigga
3,0,2,1,1,wassup twitter wassup bitch
3,0,3,0,1,aint got type white bitches thing like dead
3,0,3,0,1,dog like scratches floor lays hes weird buddys normal weird bitch
3,0,0,3,2,lakers kobe trash
3,0,3,0,1,hoes aint loyal
3,2,1,0,0,hell ya make malt liquor ads like dis heaven fo colored man
3,0,3,0,1,hoe crying mugshot bruh
3,0,3,0,1,hoes passed around cleveland niggah
3,1,2,0,1,hidey hidey hoe white folk noyvous round coloreds
6,0,6,0,1,dont listen talk maybe youll listen walk bitch still wont listen
3,0,3,0,1,crip bitches b dusty asf
3,0,3,0,1,buddy drug whole train lmao good extra ass hoes hate ny hoesme
3,0,3,0,1,hoe bad
3,0,3,0,1,reggie gives headaches niggah
3,0,3,0,1,get done running train bitch thats period thats nasty
3,0,3,0,1,im yu shit using linkedin work b lmfaoo bagging linkiden hoes lol
3,0,3,0,1,bitch fresh
3,0,3,0,1,malibus comeup news mean denna hoe even light skinedddd hahaha
3,1,2,0,1,fck nigger lol jk bra
3,0,3,0,1,dej loaf ever bitch wc today takes lil juice bitches want
3,1,2,0,1,lol good got nasty rednecks back take care business serious
3,0,0,3,2,islamic state suspects indonesia chinese uighurs uighur jihadis theyre prc tool
3,0,3,0,1,ima whoop boy nothing bean head ass bitch
3,0,2,1,1,hell naw rt wanna see yes loltrash hell
3,1,2,0,1,saw girl scratch private today mean dont fuck right pussy
3,0,2,1,1,killin tekken lies trash
3,0,3,0,1,want obsessed someone want someone obsessed methen u might kill bitch
3,0,3,0,1,making plays slut bitch girlfriend u always rap back yet
3,0,3,0,1,im fucking tired ending night rips much hitting bitch
3,0,3,0,1,yo pussy stank u wasnt raised correctlylmao
3,0,3,0,1,phat pussy looks like scrotum
3,1,2,0,1,everybody entitled opinion tho bitch need shut amp sit fuck
3,0,2,1,1,huge nips scary scary
3,0,2,1,1,mental asylum dallas texas go find hoe
3,2,1,0,0,tea bag bitch pahahaha
3,0,3,0,1,posted pics everything life yall hoes would fall love dont kill em channing
3,0,3,0,1,lbs aint thick bitch fucking warthog
3,0,3,0,1,fat bitches needa stop biting lips take pictures yall look hungry sexy
3,0,3,0,1,bitches looking first day school
3,0,3,0,1,lightskin mf lmfaooo ight white bitch lol
3,0,2,1,1,happy hoes smhbetter denial
3,2,1,0,0,fucking white people bitch wut
3,0,3,0,1,seniors young side hoes gonna graduation like
3,1,2,0,1,realist bitch ever step foot soccer field every team bitch like
3,0,3,0,1,nigga aux cord playin trash shit
3,0,3,0,1,bitch middle look like daddy long leg
3,0,3,0,1,black bitches drive song come
3,1,2,0,1,yall fucking coons
3,1,2,0,1,aint gf lil nigguh stfu glory god lmfaooooooo
6,1,5,0,1,bitches want ah nigga
3,1,2,0,1,beyonce amp kim kardashian problem sucking mans dick average looking broke bitches shouldnt neither
3,0,3,0,1,u say ur mermaid obviously means ur pussy fishy
3,0,3,0,1,im dres bitch tho
3,0,3,0,1,oh dogs pussy tight time loosen
3,0,3,0,1,rt go eat pussy smells tangy
6,0,6,0,1,ima block hoes outor block em either one lol
6,0,6,0,1,dogs birthday get bad bitch punny
3,0,3,0,1,find loyal ho
3,0,0,3,2,lakers really trash
3,1,2,0,1,fag tony
3,0,3,0,1,bored hell shoulda answered phone calls bitch rather bored
3,2,1,0,0,like needs hoe im breaking suck dick
3,0,3,0,1,gotta fuck every race see dickpussy like best thot
3,0,3,0,1,couldnt hit woman penis pussy dont care sexy rich
3,0,3,0,1,shit baltimore man hoes fine amp crazy
3,0,3,0,1,smoke good weed bad bitch
3,0,1,2,2,name something trash cavs
3,0,3,0,1,cant bitch living say brought michael kors need guys like
3,0,3,0,1,bad bitches go fun
3,1,2,0,1,hope future wife ever might sleeping studying instead hoe right nigga shutcho asss
3,0,3,0,1,im sorry offended called bitch honestly thought knew
3,0,3,0,1,lmao lexy hoe lmfaooo
3,0,3,0,1,eat pussy nd look like
3,0,3,0,1,fml period cant pop pussy huh
3,0,3,0,1,gtgt homecoming days ltlt bet u didnt even date bitch went say corner
6,0,6,0,1,hating girl tho wish bitch hating song go
3,0,2,1,1,bout get breasts reduction bitches wayso serious
9,0,9,0,1,bring anotha bitch nah
3,0,0,3,2,golden oreos regular oreos yes
3,0,0,3,2,oreos basically dirt circles cream true
3,0,3,0,1,damn bitch always gets hit hottest guys n makes feel stupid got called ego kill
3,0,3,0,1,lmao minds well hoe aint mean like girl lol
3,0,3,0,1,lmao definitely bout say dont front bitch shit freeway
3,0,3,0,1,bitch hurry lolim hungry cant focus
3,0,3,0,1,ohhhhh yes bitch yesssu ready
3,0,3,0,1,woke bitches loli wasnt angry wit hoes
3,0,3,0,1,ima show ass tonight feel omgggg thinking shit bitch
3,0,2,1,1,lot women claim yellow actually red color blind mother fuckas im yellow tho
3,1,2,0,1,j cole trash ive saying years fuck lol
3,0,0,3,2,rating scale depends still wearing colored contacts naw
3,0,3,0,1,bout ride horse come fuck yo bitchooh em tho
3,0,3,0,1,rt yall hoes going learn spell
6,0,5,1,1,coolin nig voice uhhee laugh
3,0,3,0,1,yeah played yeah got wanted jokes daddy bitch
3,0,3,0,1,honesty ask ugly hoe
3,0,3,0,1,bouta let banko kno im goin ronneagle bitch
3,0,3,0,1,hoes feel like photo didnt get enough favorites thats thirsty ass
3,1,2,0,1,done w fuck niggas snip snip hoe stfu
3,0,2,1,1,bol called girl bitchoharrd coo im tho
3,0,2,1,1,wow putting whole manifesto using twitlonger canadian hey hoserhow many adopt
3,0,0,3,2,kit kat brownies making
3,0,0,3,2,bruh rt trent took yellow path
3,0,3,0,1,thought jay z would hit yeah known sockin bitch
3,0,3,0,1,good pussy nigga like funniest thing ive ever seen tl
3,0,3,0,1,yall fuckin trash yo man niggas gonna win skins trash
3,0,2,1,1,global ambassador something put ppl des nuts hoe ahh nigga
3,0,3,0,1,boutta walk hoes
3,0,3,0,1,amp bitches bound get hurt cause lotta niggas playinhell yeah
3,1,2,0,1,lol else common nigga hate sleeping heat summer birds
3,0,3,0,1,null bruh alive thats hans bitch died oh well fbd
3,0,3,0,1,hoe waited got make sextape chile oh lord
3,1,2,0,1,im rich dave chappelle voice signed mlb ped users say bitch pussy
3,0,3,0,1,bitch get outta dumb ass lmao
3,0,3,0,1,wulf bitch thank
3,0,3,0,1,liking pictures get follow ass bitches
3,0,1,2,2,need beaniesjust ordered two true religion ones lol
3,1,2,0,1,might fuck around fuck yo bitch eat ass steal youll real ass nigga
3,0,3,0,1,weather need flag today trying zip bitch tonight yessssirrrrr
3,0,3,0,1,day unblock become man wont happen bitch lol
3,0,3,0,1,dreamgirl mckee ooh bet wooonnnttt stick dat hoe
3,0,3,0,1,sleep guys doesnt mean gonna fuck trust youre bitch denying pussy
3,0,3,0,1,real mvp thats wat ya bitch said finished
3,0,3,0,1,burnt pussy lips gal blue throwing
6,0,6,0,1,bad bitches bad start talking anyway preaching
3,0,0,3,2,uncle charlie got thru lip singinghaha
3,0,0,3,2,twitter rappers dm trash links
3,0,1,2,2,lance stevenson gone leave indiana trash anyway
3,1,2,0,1,hoes dick sweg learned best
3,0,0,3,2,lot though attitudes pure trash teamwhitegirls swirltheworld
3,0,3,0,1,sit shit dnt sing hoe noyess
3,0,2,1,1,though really hoe really u dummy taking pic
3,0,3,0,1,im pussy honey im home
6,0,6,0,1,sexy bitch hope bout
3,0,1,2,2,foreskins go circumcise guy foreskin fairy takes put pillow
3,0,3,0,1,yall confused days somebody put hoe dress
3,0,2,1,1,majority news feed people arguing means redneck vermontproblems
3,0,3,0,1,hoe without sex ask girls texting alotta niggas time
3,0,3,0,1,im pro losing followers people cant handle excessive use work cunt mines cause say fuck
3,0,3,0,1,repost kush blunt convos simple minded ho made pic bet
3,0,3,0,1,couldnt trust homies could trust hoesyou cant lol
3,1,0,2,2,brah wiz cheated hair like dyke uh duh
3,0,3,0,1,hoes control
3,0,0,3,2,howard elbow bosh bosh fight back dont got mcbob bird ud
3,0,3,0,1,im drunk im bout bitchneed ride
3,0,3,0,1,versace versace talk shit twitter bitch blocked
3,0,3,0,1,ginobli dropping bitches like delta line
3,0,3,0,1,clingy girlfriends best stop lying hoes bro shit annoying
3,0,3,0,1,eliot pussy mmmmmether
3,0,3,0,1,bitch bad shes puerto rican song
3,1,2,0,1,pretty boy face awee thanks faggot
3,0,0,3,2,inning half away alex rodriguez eligible play thought yankees mlb omg feel ulcer
3,0,2,1,1,brooklyn bound wit money feelin like yung jeezy bitch lmaoooo
3,0,3,0,1,bitch ima shake til cant nomo
3,0,3,0,1,fuck ugly lol show teeth bitch fuck u
6,0,6,0,1,lol cool son know grandma bald mouthshe got teeth hoe
3,0,3,0,1,mo bitch special ed darlene backatown gn
6,0,6,0,1,cant fit small ass street sonbitch know happen last time onyur st
3,0,3,0,1,going dumb essay bitch sad
3,0,3,0,1,fucked th gradeyeah bitch wants fight yo dawg ass
6,0,6,0,1,yall tl need sleep yall got school tomorrow bitch got straight ion need go
3,0,3,0,1,dont een tryna disrespectful say bitch term like bruh son
3,0,3,0,1,gone leave hoe
3,0,3,0,1,next time see bitch im beating ass job lol
3,0,3,0,1,fuck bitch get mi house
3,0,3,0,1,bad bitches thing like
3,0,3,0,1,aint bundles soooo nopeit bitch happy hosting
3,0,3,0,1,yu cant get money yu silly hoe
3,0,3,0,1,niggaz bitches hiding behind gangs aint
3,0,3,0,1,dont say shit else stfu bitch lot twitter shit come see
3,0,3,0,1,niggas talk bitches days
3,0,3,0,1,little stupid ass bitch aint fuckin
3,0,3,0,1,aint gone lie amp old heads say see figured nah retarded
3,0,3,0,1,lmao amp aero sound young af talking bout hoes n weed n shit brah gotta listen shit
3,1,2,0,1,niggas long ass monkey arms make best cuddle buddiesso heard ahaha female told
3,0,3,0,1,sometimes hate az amp sometimes love depends time year guess amp dumb bitches live
3,2,1,0,0,dudes shaving without athletic purpose gay af youre retarded
3,0,2,1,1,hes eating cuz hes women cant cook u gotta get rid hoe
6,0,6,0,1,im going miss bitches much far right resting ol girl booty yall funny shit
6,0,6,0,1,bitch fat ass way live u young shit gonna get old tho lot dents
3,0,3,0,1,marcus bitch ass aint loyal team hopping ass
3,0,3,0,1,hoe fax type yo bitch number google see pops back page thank
3,0,3,0,1,told never fold amp never sell solethey told yu stay school soul autocorrect hoed
3,0,3,0,1,bitch u tried u deserved every foul word came chris mouth bye hoe
3,0,3,0,1,one last shot love shit im dogging hoes drakelistener
3,0,3,0,1,negro wear size im im still growing
3,0,3,0,1,whats good familyin gym looking hoes hit u later
3,0,0,3,2,open starburst candy get yellows lmao bruh
3,0,3,0,1,birthday weekend starts today shut yo hoe ass
6,1,5,0,1,bitch niggas pay hoes lay hoes relax one night youll pay stay hoes
6,0,6,0,1,wardrobe consist mostly leggings yous hoe guilty
3,0,3,0,1,mall yo bitch yo money im getting somethin
3,1,2,0,1,eat lot protein eat lot pussy mattietrumpstipsforabetterlife eat whole ass
3,0,3,0,1,im jakes bitch
3,3,0,0,0,live gay cant afraid two black dicks butt fucking queer
3,0,3,0,1,lot males need dress real men halloween since yall acting like bitches year
3,0,3,0,1,want little bitch ima treat like little bitch
3,0,3,0,1,water polo fucking hard respect yeah youre pussy
3,0,3,0,1,edward oss sparkled bitch reality
3,0,3,0,1,old bitch hoe
3,2,1,0,0,love song john doe dope faggots
3,0,3,0,1,hate bitches talking shit like clearly youi like bitch wit da red door hoe
3,2,1,0,0,got done last final im walkin around campus like place queer
3,0,3,0,1,well im going sleep fag
3,0,0,3,2,mmmh daily stories via yellow amp luv bling
3,0,3,0,1,evn hoes silence anymoreproud want respect
3,0,3,0,1,fuck good trip even good dick makes bitch go crazy
3,0,3,0,1,many hoes thats whypreach
3,0,3,0,1,photographer doesnt back story started pussy believethat cantknockthahussle
3,0,3,0,1,ive sounded like fag last days emotions inspiring
3,0,3,0,1,imaddictedto girls w fat pussy slim waist fat ass n innocent smiles truuuuuu
3,1,2,0,1,seminoles redskins kseminole tribe got agreement themfsu pay use name
3,0,3,0,1,pussy wet
3,2,1,0,0,dammn weed potheads annoying af twitter weed pot thing faggot
3,0,3,0,1,im dreaming e must fucked
3,0,3,0,1,lmao bitch listening gospel music w liquor hand weaaakkklmfaooooooooo crying
3,0,3,0,1,amanda bitch ass eva cheat fizz fine ass ion geddit theres nigga looks thought yall knew dat
3,0,3,0,1,amp feel disrespected bitch try suck dry lips
6,2,4,0,1,yall bitches switch roo niggas hell
3,2,1,0,0,rt yall hype bread loaf chick im chill dyke rapper
3,2,1,0,0,cowboys win games regular season get playoffs trash af lol hating ass nigga
3,0,3,0,1,bitches really waveshaq got hoes
3,0,3,0,1,niggas want good girl still wanna fuck hoes aint gone work gotta pick one boy stfu
3,0,3,0,1,splash onna bitch wednesday tomorrow
3,0,2,1,1,damn browniesi swear lmao
3,0,2,1,1,mom dont call girl bitch thats somebodys daughtersisterniece somebodys bitch
3,3,0,0,0,white kids favorite activities calling people niggers xbox fucking pet shooting school
6,0,6,0,1,smh bitches haters dare blackgirls jealousy yooo loool
3,0,3,0,1,throwing lamps bitches need lighten true dat
3,0,3,0,1,using mx b measure slope ass girl
3,0,3,0,1,way fuck ur bitch
3,0,3,0,1,way fuck ur bitch
3,1,2,0,1,brother faggotsmh
3,0,3,0,1,dnt blame niggas female see ya hoe ass ways go listen jt money fruitcake
3,0,1,2,2,yall bios trash mine pretty good
3,0,3,0,1,bout time rt chicks dont want man want support tell bitch get bra
3,0,3,0,1,pussy stank
3,0,3,0,1,remember bro dont show people
3,0,2,1,1,uhoh got hoes lol rt yall found letter car naaah
3,0,3,0,1,shes sending nudes snap chats one guys favorites hoe
3,1,2,0,1,mondays whole lot better youre driving vehicle white pussy uhhh get ya
3,0,3,0,1,longer side bitch
3,1,2,0,1,spitting people shows werent raised right another words bitch nigga trait
3,1,2,0,1,spongebob beating bitches
3,0,3,0,1,relationship made two bitches dont know countamen
3,0,3,0,1,everyone thinks youre unfunny pandering jizzbag automatically troll hate colored folk
3,0,3,0,1,darkskin girls ugly ass bitch
3,1,0,2,2,fashion world urban means stolen black people ghetto us urban haha
3,0,3,0,1,like bitch gotta pretty pussy loose witchcraft
3,0,3,0,1,white girls u holla nooooo brothas go ugliest bad built hoes ever
3,0,3,0,1,young hoe mampm pillow
3,0,0,3,2,survived swine flu bird flu west nile bloomberg administration ill finethe abortion survival cant get
3,0,3,0,1,fyi favorite type bitches
3,0,1,2,2,tweets trash
3,0,3,0,1,small titty bitches pierced nipples look like staples lmao
3,0,3,0,1,ready blow bitch rellos
3,0,3,0,1,couldnt find anything hold hair let alone put pony inno bitch said post busted pic
3,0,0,3,2,leave trash u sick
3,0,3,0,1,iont got typebad bitches thing like aye im living life
3,0,1,2,2,dumb beaner
3,0,3,0,1,try keep bitches lay away way feel
3,0,3,0,1,trust bitches nah
3,0,3,0,1,wrong get bitch started talking shit yes
3,0,3,0,1,aint nothing better life meeting hoe full time jobdont let benefits nigga
3,0,3,0,1,boney shit right seen em walking street ctfu crib tho lucky nig
3,0,3,0,1,heard thigh gaps way telling bitch pussy loose
3,0,3,0,1,threw hoes away also threw yo life awaybruhhh
3,0,3,0,1,lol haha hahahahahahahahahaahah deez nuts bitch
3,0,3,0,1,hate driving rain _ drive deez nuts botch mouth hoe
3,0,3,0,1,opinion irrelevant youre cunt
3,0,3,0,1,true nothing shuts libdog bitches like bark anything thats calledpreaching truth
3,1,2,0,1,fuck right pussy wish dude grandpa
3,0,3,0,1,see bitch talking smack playground
9,0,9,0,1,want panda express panera big booty hoe
3,0,3,0,1,arent tho bro rt hate nosey bitchsome others
3,0,3,0,1,got money guns gold bitches nd stacks nigga fuck net beef shooters get niggas bring dat friday den
3,0,3,0,1,bitch comes hope bout slick shit yapping thuggin
3,0,3,0,1,im finna eat pussy lmao
3,0,0,3,2,girls take snap backs beanies lol thats dollars hat ax beanies dont let take
3,0,3,0,1,new breed white girl slammed bitch
3,1,2,0,1,bitch couldnt pay get dem pregnant fr fam ion see niccas poppin kids
3,1,2,0,1,niggas want pussy aint giving lies dilemma thats cool
3,0,3,0,1,hahahaha bitch make fall love
3,0,3,0,1,buys tattoo wife girl bitch
3,0,3,0,1,bitches saying ray rice got deserved month ago wanted man free
3,0,3,0,1,bitches like messy bun
3,0,3,0,1,ask imma eat pussy
3,0,3,0,1,girl eat mo pussy girl shoulda nigga thats jam
3,0,3,0,1,leave bitchin bitches
3,0,3,0,1,last night well fun lmao got pussy didnt ya vern unfortunately lol
3,1,2,0,1,yall females love yall bum nigga jail bird
6,0,6,0,1,lucky ashit got shawty want niggah tryna keep
3,0,3,0,1,dont get bro bae textin another nigger
3,0,0,3,2,accidentally ate pot brownie guess goes pledge drug free life lolz lmao college
3,0,2,1,1,else thinks lip biting fucking sexy bitch bite hard put hoe
3,1,2,0,1,kids call nigger xbox
3,0,0,3,2,feel im throwing trash away everyday school
3,0,3,0,1,makes u wcw amp hoes favorite
3,0,3,0,1,females know hoes really coolest chicksall sex asideslmao
3,0,3,0,1,game fuck yall bitches amp yall attitudes
3,0,3,0,1,might rt yall females pussy wet cause cried smh
3,0,3,0,1,say bitch bad woman good lady better lupe
3,0,0,3,2,oreos milk
3,0,3,0,1,maybe cuz putting trust bitch lady maybe fucking song
3,2,1,0,0,shut fuck fucking trash nigga work another ring
3,0,2,1,1,yellow rock hard
3,1,2,0,1,everybody loves dej loaf cause thats wifey fuck kaya dats bitch
3,0,3,0,1,live constant fear shit bird well actually fucking happened sooooo
3,0,3,0,1,surrounded bad bitches cant keep face wheretheyatdoe
3,1,2,0,1,dr gero made android destroy da world das sum bitch nigga shit would program girl android gimme sum neck
3,0,3,0,1,dumb bitch award goes thats uncle sam
3,0,3,0,1,let girl handcuff bed thinkin gon something freaky bitch went phone
3,0,3,0,1,pussy treated condoms like cars treat seatbelts kept beeping u put
3,0,3,0,1,almost yrs havent one gf since u fckn hoes huh
3,0,3,0,1,relationship ended life stop whiny bitch
3,0,3,0,1,fck like hoe thank ima classy bitch im dead
3,0,3,0,1,hate bitches come school musty like tf walk house stank mama aint shit
3,0,3,0,1,jealous bitches like dont subtweet hoe
3,1,2,0,1,yall big braid gelled baby hair havin bitches look like dashiki dont menace discussion
3,0,3,0,1,na hoe sittin floor damn couuuuuch birthday feb naa nope
3,0,3,0,1,im dead hoe idk felt like flaming lol
3,1,2,0,1,go sleep bitchstfu
3,0,3,0,1,really like like people town everyone else faggot
3,0,3,0,1,better bitch ass people classes tomorrow
3,2,1,0,0,damn got wifey fall back nigga dont share hoes
3,0,3,0,1,catch girl hoe shit behind back
3,0,0,3,2,find wanting google yellow king truedetective kidding going
3,0,2,1,1,wet say trav see got hoes cali send money
3,0,3,0,1,bitch childish af one sisters wouldve crash
3,0,3,0,1,nigel dont think knows dumb smart shut bitch ass
3,0,3,0,1,fucked bitch left like
3,0,3,0,1,yasss bitch get paid tho long dnt act crazy
3,1,2,0,1,half yall hoes still got nut yall baby hairs shut
3,0,3,0,1,nobody wants bum except bum bitches
3,1,2,0,1,ur ex girlfriend slut fr f dat hoe
3,0,3,0,1,ladies nigga always wanna go party every weekend basically side hoe shopping
3,0,3,0,1,gonna take rt hoes gonna let come spend money themlisten
3,0,3,0,1,beef bitch titties looking like sleep rt whats beef
3,0,3,0,1,today long practice bitch wasnt
3,0,3,0,1,food gt pussy pussy food food pussy
3,0,3,0,1,swear see snow tomorrow bruhh sound like basic white bitch
3,0,3,0,1,typical hoe costumes cat nurse bunny police officer
3,0,3,0,1,uh excuse bitch dont need shout
3,0,1,2,2,red neck ice bucket challenge must sip redneck
3,0,3,0,1,smoking skating twerkingim innat hoeyas
3,0,3,0,1,hate shit like yall bitches think thats cute clothing violation
3,0,3,0,1,miss pussy
3,0,3,0,1,smoke like backwoods day cop dem bitches da box woe
3,0,0,3,2,adam jones homers yankees lead guy monsta
3,0,3,0,1,already going look side hoes daddy walk room
9,1,8,0,1,u r gey af youre boy im glad im close dumb bitch guys say love
3,1,2,0,1,cant stand playin ass niggabitch
3,0,1,2,2,making weed brownies tonight goin slide batch relo
3,0,3,0,1,hoes love oomf lol
3,0,3,0,1,lover old bitch
3,0,3,0,1,shavonne ballet middle street last night fell bitch wasnt ballet
9,1,7,1,1,want pussy dinner
3,0,2,1,1,nudes trash gotta draw clothes back send em back
3,1,2,0,1,hoes like omg love new comb thought perro
3,0,3,0,1,knee asscrow ass
3,0,3,0,1,slut hoethot whore
6,0,6,0,1,feel like twerking yo pussy stank
3,1,2,0,1,kanye might first nigga successfully save hoelol original tweet
3,0,2,1,1,miami keepernot hard find hoes like brain wrestle
6,0,2,4,2,quote weezy verse im diamond rough like baby trash
3,1,2,0,1,quote weezy verse youre like bitch ass aint got shit
3,1,2,0,1,ugly af stick one rt new avi trash nah
3,1,2,0,1,goofy rt goofy niggas simp chicks community pussy
3,0,3,0,1,always tryna degrade girlsampshit reallypussyampass almost yall think shuuutt iittt sometimes
3,0,3,0,1,fk im never wearing headband either dont hoop like lil bitch tho
3,0,3,0,1,aint hoe
6,0,6,0,1,single shit boring suck bitch
3,0,2,1,1,trenton gossman sexiest hillbilly ever seen
3,0,0,3,2,colt mccoy wins hookem hes still trash
3,0,3,0,1,crying guy thanksgiving nah bitch pick head making turkey soggy thanks ashanni pats turkey dry
3,0,3,0,1,good pussy making nigga regroup pull get thoughts together
3,0,3,0,1,ate oomf pussy
3,0,3,0,1,ion care none bitches
3,0,3,0,1,never seen many perfect bitches til made twitter
3,0,3,0,1,im boss ass bitch bitchbitchbitchbitchbitchbitch
3,1,2,0,1,agreed eating pussy much betterthey nasty
3,0,3,0,1,fuck wcw dats bitch crush
9,0,9,0,1,want bitches big boooty bitches
3,0,0,3,2,trash
3,0,3,0,1,dont like ghetto female
3,0,3,0,1,jennifer hudson lose weight anybody fat ass hoes
3,1,2,0,1,stop giving nigga pussy stop actin like care true totally
3,0,3,0,1,wanna go workout come back home lay bed jerk kill two birds one stone
3,0,2,1,1,orangutan tried sex actress julia robertssmart monkey
3,1,2,0,1,ever met bitch fucked nigga pussy admit bitch bitch
3,0,0,3,2,singlebecause ill find cute hoosier date next year
3,0,3,0,1,made interview bitch finessed huh lol
3,0,3,0,1,dont love hoes
3,0,3,0,1,fuck bad bitch id rather good girl whos freak times
3,0,3,0,1,single af dont care youre ugly anyways pussy
3,0,3,0,1,dont love hoes
3,0,3,0,1,try smash pussy stank
3,0,0,3,2,yankees red sox scoreless play nd inning bambino watching
3,0,0,3,2,alfredo aceves relieve th yankees needs go away gas
3,0,0,3,2,cavs trash heat trash smhpat gotta make trades
3,0,3,0,1,im bitch like lol sorry sorry tried give hint didnt want speak idc
3,1,2,0,1,shut faggotset
3,0,0,3,2,oreo ice cream cake
3,0,3,0,1,got natural mean face havin mean mugs ion even knowin bitch shut fuck upright
3,0,3,0,1,want birthday female large buttocks big booty hoe
3,0,3,0,1,sister shittin hos wodeh bout dat action
3,0,3,0,1,lmaooo find shit funny yall hoes aint content working one nigga boring
3,0,2,1,1,u look like cotton picker tho rt put field work damn dee got jokes
3,0,3,0,1,wassupbyebitch outta order
6,0,6,0,1,bitch lying messy yess
6,0,6,0,1,alyssa ignoring bitch better text back cause im serious fuck u smokey
3,0,3,0,1,im put sooooo much nut fucking mouth gts frfr bitch yu nasty
